gold_label,sentence1,sentence2
entailment,I can't see your screen is it okay,yeah
entailment,yeah,I have to open this link and played you
entailment,I have to open this link and played you,yeah no
entailment,yeah no,kidding bye
entailment,kidding bye,screen
entailment,screen,yeah
entailment,yeah,Okay
entailment,Okay,And let us play
entailment,And let us play,Know okay good
entailment,Know okay good,yeah
entailment,yeah,yeah
entailment,yeah,yeah
entailment,yeah,Okay no
entailment,Okay no,play
entailment,play,This game
entailment,This game,Okay
entailment,Okay,In this this namely
entailment,In this this namely,i'm going to share you
entailment,i'm going to share you,know
entailment,know,yeah i'm sharing the screen
entailment,yeah i'm sharing the screen,yeah
entailment,yeah,yeah
entailment,yeah,To see the
entailment,To see the,yeah
entailment,yeah,Okay yeah
entailment,Okay yeah,You recorded the
entailment,You recorded the,Recording
entailment,Recording,Okay
entailment,Okay,These are done
entailment,These are done,yeah
entailment,yeah,Stop recording right
entailment,Stop recording right,Now okay okay stop and okay
neutral,Now okay okay stop and okay,Yes very nice thing to
neutral,Yes very nice thing to,i'm doing good
entailment,i'm doing good,How was your day
entailment,How was your day,yeah good
entailment,yeah good,So let's start with introduction
entailment,So let's start with introduction,I must cease and
entailment,I must cease and,i'm a PhD student at you empty computer science and engineering so i've been a Grad Grad student for like a year and a half now
entailment,i'm a PhD student at you empty computer science and engineering so i've been a Grad Grad student for like a year and a half now,And my primary focus is on graph theory and social network analysis and talking about my hobbies I like watching and things for us I like reading yeah pretty much
entailment,And my primary focus is on graph theory and social network analysis and talking about my hobbies I like watching and things for us I like reading yeah pretty much,yeah and you go with my introduction
entailment,yeah and you go with my introduction,i'm doing my masters in computer science major
entailment,i'm doing my masters in computer science major,My primary interested areas are shutting divisions and data science and
entailment,My primary interested areas are shutting divisions and data science and,I heard
entailment,I heard,My lights are like
entailment,My lights are like,Okay that's all right yeah okay
entailment,Okay that's all right yeah okay,i'm taking fundamental so artificial intelligence and data science and programming languages to semester and I haven't written computer algorithms and come to dry picture in the last semester and my goal is to complete my masters with into intelligence systems as my trusted as
entailment,i'm taking fundamental so artificial intelligence and data science and programming languages to semester and I haven't written computer algorithms and come to dry picture in the last semester and my goal is to complete my masters with into intelligence systems as my trusted as,opposed
entailment,opposed,To my photo studies
entailment,To my photo studies,After my masters and my likes I like I like to do gardening i'd like to i'd like to hang out and my favorite pastime is like sleeping i'm doing
entailment,After my masters and my likes I like I like to do gardening i'd like to i'd like to hang out and my favorite pastime is like sleeping i'm doing,My friends
entailment,My friends,yeah that
entailment,yeah that,is interesting
entailment,is interesting,And so about the Games so I will be the experience peer in this one so the game that I choose to play with you is
entailment,And so about the Games so I will be the experience peer in this one so the game that I choose to play with you is,tic TAC toe i'm pretty sure you have known about it so let me
entailment,tic TAC toe i'm pretty sure you have known about it so let me,Let me send you a link to
entailment,Let me send you a link to,The game so that
entailment,The game so that,play with your friend
entailment,play with your friend,Okay
entailment,Okay,Did you get it in the chat
entailment,Did you get it in the chat,The link to the game
entailment,The link to the game,says waiting for players
entailment,says waiting for players,What does it so in yours does it's
entailment,What does it so in yours does it's,Showing is waiting for you
entailment,Showing is waiting for you,Yes
entailment,Yes,Oh I think
entailment,Oh I think,Okay
entailment,Okay,So
entailment,So,Let me share the screen so that we can so this
entailment,Let me share the screen so that we can so this,Is a qantas
entailment,Is a qantas,Su
entailment,Su,So this is
entailment,So this is,The great septic text oh so about what we can do is we we will be able to mark our points so it's going to be turn by turn so i'm going to mark one ad and then you will have to do the other one and then it leads me to the other one so
entailment,The great septic text oh so about what we can do is we we will be able to mark our points so it's going to be turn by turn so i'm going to mark one ad and then you will have to do the other one and then it leads me to the other one so,So we ever completely aligned with their marketing wins the game
entailment,So we ever completely aligned with their marketing wins the game,So yeah so it can be a reason to Ryan vertical Ryan or a diagonal So if you can make all these three
entailment,So yeah so it can be a reason to Ryan vertical Ryan or a diagonal So if you can make all these three,marked by yourself then you will win or whoever wins first Oh this is what happened
entailment,marked by yourself then you will win or whoever wins first Oh this is what happened,yeah
entailment,yeah,This is
entailment,This is,yeah
entailment,yeah,Okay so
entailment,Okay so,Okay
entailment,Okay,Okay just give me a SEC
entailment,Okay just give me a SEC,Okay can you go to the second one now
entailment,Okay can you go to the second one now,it's
entailment,it's,Okay yeah
entailment,Okay yeah,All right
entailment,All right,Good luck yeah yeah
entailment,Good luck yeah yeah,I think it's my turn now so this one
entailment,I think it's my turn now so this one,Right it's
entailment,Right it's,True or
entailment,True or,let's do it again
entailment,let's do it again,I think it's gonna ask
entailment,I think it's gonna ask,yeah
entailment,yeah,To where do I go
entailment,To where do I go,In the middle okay
entailment,In the middle okay,I think we
entailment,I think we,Did this and I think it's a draw now
entailment,Did this and I think it's a draw now,No money this time or this two points
entailment,No money this time or this two points,yeah So this was a fun game and oh
entailment,yeah So this was a fun game and oh,And there's one more game that I wanted to play with you that
entailment,And there's one more game that I wanted to play with you that,Was
entailment,Was,adopted by boxes
entailment,adopted by boxes,Okay so let me set it up first before it
entailment,Okay so let me set it up first before it,Okay so
entailment,Okay so,there's a
entailment,there's a,Link for the other day
entailment,Link for the other day,The screen
entailment,The screen,Okay so you you have your own view of this right
entailment,Okay so you you have your own view of this right,Yes yeah so about the rules of the game so it's like we have
entailment,Yes yeah so about the rules of the game so it's like we have,How many dogs do we have like six and five so like all together 30 dots so so like the previous game we will be
entailment,How many dogs do we have like six and five so like all together 30 dots so so like the previous game we will be,able to like connect the dots and create a page between them so we ever completes a square get to one point and then
entailment,able to like connect the dots and create a page between them so we ever completes a square get to one point and then,So if we complete one Square you will get to
entailment,So if we complete one Square you will get to,You get to choose one more age again so so at the end so whenever everything is every easiest every possible aces are drawn whoever has the most number of
entailment,You get to choose one more age again so so at the end so whenever everything is every easiest every possible aces are drawn whoever has the most number of,boy
entailment,boy,Again yeah then they will win the game though
entailment,Again yeah then they will win the game though,I think i'm the player one right yes yeah Okay I was gonna start and good luck on that
entailment,I think i'm the player one right yes yeah Okay I was gonna start and good luck on that,yeah
entailment,yeah,Okay so I have this
entailment,Okay so I have this,Oh I shouldn't have done that
entailment,Oh I shouldn't have done that,We have
entailment,We have,Now
entailment,Now,No
entailment,No,Thank you
entailment,Thank you,Now we're in a good position now
entailment,Now we're in a good position now,This is not gonna work as for
entailment,This is not gonna work as for,This one yeah
entailment,This one yeah,yeah you're gonna have to give me one
entailment,yeah you're gonna have to give me one,Oh yeah
entailment,Oh yeah,yeah
entailment,yeah,i've already eight points right so just one more
entailment,i've already eight points right so just one more,Okay I think I can give you this one
entailment,Okay I think I can give you this one,Oh
entailment,Oh,Okay first one
entailment,Okay first one,Okay let me be
entailment,Okay let me be,This
entailment,This,11 right so I think
entailment,11 right so I think,Whatever I draw you're gonna get all of them I guess
entailment,Whatever I draw you're gonna get all of them I guess,yeah
entailment,yeah,But no that's still not enough to get that
entailment,But no that's still not enough to get that,yeah okay yeah
entailment,yeah okay yeah,yeah
entailment,yeah,it's interesting yeah
entailment,it's interesting yeah,yeah
entailment,yeah,Okay oh yeah was fun playing with you
entailment,Okay oh yeah was fun playing with you,and It was interesting game
entailment,and It was interesting game,Almost made it the second
entailment,Almost made it the second,Okay
entailment,Okay,Now stop the recording and
entailment,Now stop the recording and,Stop the recording and then see how it goes i'll
entailment,Stop the recording and then see how it goes i'll,send you the link
entailment,send you the link,After it to give you the transcript and everything
entailment,After it to give you the transcript and everything,yeah shut up
neutral,yeah shut up,Okay yeah
entailment,Okay yeah,Okay so how are you
entailment,Okay so how are you,i'm doing good how are you
entailment,i'm doing good how are you,i'm good
entailment,i'm good,You haven't joined that
entailment,You haven't joined that,meeting with the
entailment,meeting with the,Oh
entailment,Oh,yeah I had emailed her so we can again
entailment,yeah I had emailed her so we can again,And so starting with introduction
entailment,And so starting with introduction,I am a fan day and i'm a PhD student a computer computer science in Q amp T
entailment,I am a fan day and i'm a PhD student a computer computer science in Q amp T,So this is my third semester going on and
entailment,So this is my third semester going on and,about my hobbies I like sports I like playing and watching sports and then I like reading
entailment,about my hobbies I like sports I like playing and watching sports and then I like reading,Okay what about you
entailment,Okay what about you,yeah so my name is sheree Lakshmi and i'm doing my masters here this my first year bus and so it's been only three months meal
entailment,yeah so my name is sheree Lakshmi and i'm doing my masters here this my first year bus and so it's been only three months meal,And I like my hobbies I like
entailment,And I like my hobbies I like,watching movies into and I was playing games yeah
entailment,watching movies into and I was playing games yeah,So with this homework
entailment,So with this homework,I was planning to
entailment,I was planning to,play the game of dots and boxes
entailment,play the game of dots and boxes,Right yes
entailment,Right yes,So that was the template that was provided in a homework as well so
entailment,So that was the template that was provided in a homework as well so,yeah Let me share the screen and i'll also send you the link
entailment,yeah Let me share the screen and i'll also send you the link,Again that we can
entailment,Again that we can,play him
entailment,play him,I can you see my screen
entailment,I can you see my screen,Yes I can see the screen
entailment,Yes I can see the screen,Okay so so
entailment,Okay so so,I stopped pays for the game so
entailment,I stopped pays for the game so,we're playing with other people
entailment,we're playing with other people,To
entailment,To,Do their
entailment,Do their,Less to five by four or I think the more the many the boxes it to be more interesting
entailment,Less to five by four or I think the more the many the boxes it to be more interesting,night
entailment,night,Let me create the game and then sent
entailment,Let me create the game and then sent,I send this link in the chat so that you can
entailment,I send this link in the chat so that you can,Okay
entailment,Okay,How do I
entailment,How do I,Can just send it in the chat
entailment,Can just send it in the chat,I think it stopped the Syrian
entailment,I think it stopped the Syrian,So first of all about the rules of the game Okay so it says you are ready right
entailment,So first of all about the rules of the game Okay so it says you are ready right,Oh
entailment,Oh,Man is ready Okay let me do it okay you're going to play it is ready okay
entailment,Man is ready Okay let me do it okay you're going to play it is ready okay,Did you Okay it says gaming starts Okay so we have this brief say boxes
entailment,Did you Okay it says gaming starts Okay so we have this brief say boxes,Right so
entailment,Right so,What we will be doing is
entailment,What we will be doing is,about the rules so we will get to choose our line and connecting these dots one by
entailment,about the rules so we will get to choose our line and connecting these dots one by,One one after another and so whenever you complete a box
entailment,One one after another and so whenever you complete a box,We think at one point right you're and then
entailment,We think at one point right you're and then,If you get the one points you will get to choose another line again and at the end of this so whenever we ever has some os number of boxes completed they will win the game OK
entailment,If you get the one points you will get to choose another line again and at the end of this so whenever we ever has some os number of boxes completed they will win the game OK,OK OK
entailment,OK OK,OK so
entailment,OK so,First or
entailment,First or,yeah it's
entailment,yeah it's,done
entailment,done,Oh yeah
entailment,Oh yeah,Okay
entailment,Okay,Okay
entailment,Okay,Are you gonna start farther away
entailment,Are you gonna start farther away,yeah
entailment,yeah,This
entailment,This,Paper is more fun than
entailment,Paper is more fun than,Yes right yeah
entailment,Yes right yeah,We played this a lot
entailment,We played this a lot,yeah
entailment,yeah,It gets interesting when it goes to last part
entailment,It gets interesting when it goes to last part,Yes yeah whatever you
entailment,Yes yeah whatever you,I guess we don't have any other
entailment,I guess we don't have any other,way to it
entailment,way to it,Oh you're just giving one
entailment,Oh you're just giving one,First one
entailment,First one,let's see what can I do
entailment,let's see what can I do,So we used to count the boxes like how many boxes you're going to give
entailment,So we used to count the boxes like how many boxes you're going to give,yeah is done for us to
entailment,yeah is done for us to,lead us
entailment,lead us,To have these now
entailment,To have these now,I think that's all you have right or
entailment,I think that's all you have right or,Yes
entailment,Yes,1234 so I have five total and you have to write
entailment,1234 so I have five total and you have to write,Yes we are going to win this I can see it
entailment,Yes we are going to win this I can see it,You can see it
entailment,You can see it,yeah I can enter in this
entailment,yeah I can enter in this,yeah
entailment,yeah,yeah
entailment,yeah,Oh yeah and then I
entailment,Oh yeah and then I,Will yeah
entailment,Will yeah,yeah yeah
entailment,yeah yeah,You got leading no window
entailment,You got leading no window,seven
entailment,seven,Oh
entailment,Oh,Yes
entailment,Yes,Okay so I want
entailment,Okay so I want,yeah
entailment,yeah,let's do it again
entailment,let's do it again,We met every
entailment,We met every,question you
entailment,question you,didn't ask you if you want to
entailment,didn't ask you if you want to,Yes yes
entailment,Yes yes,Oh
entailment,Oh,OK OK
entailment,OK OK,OK
entailment,OK,OK you guys to play one now
entailment,OK you guys to play one now,Is if you
entailment,Is if you,Yes okay
entailment,Yes okay,Okay I think I can do this
entailment,Okay I think I can do this,Do I have to give me one for you or
entailment,Do I have to give me one for you or,Do I have anything
entailment,Do I have anything,I don't see any
entailment,I don't see any,Let me give away this
entailment,Let me give away this,Three four
entailment,Three four,Okay
entailment,Okay,So I have four and one right so
entailment,So I have four and one right so,I think again con this right
entailment,I think again con this right,Well yeah 5678
entailment,Well yeah 5678,If I give away eat
entailment,If I give away eat,Then
entailment,Then,i'll have 1234567
entailment,i'll have 1234567,So
entailment,So,Now I get everything right yes
entailment,Now I get everything right yes,Okay Okay and you have
entailment,Okay Okay and you have,A
entailment,A,Solid like How does it work like the Is it the slot or do you have to pay smart to get this I
entailment,Solid like How does it work like the Is it the slot or do you have to pay smart to get this I,Think I just think it's just laugh at the end we use some brains but initial stage it's just luck
entailment,Think I just think it's just laugh at the end we use some brains but initial stage it's just luck,yeah I mean
entailment,yeah I mean,I mean just
entailment,I mean just,go with that lines
entailment,go with that lines,yeah okay yeah it was fun playing with you
entailment,yeah okay yeah it was fun playing with you,yeah and see how the
entailment,yeah and see how the,text comes up and then let you know
neutral,text comes up and then let you know,hi
entailment,hi,hi hi guys
entailment,hi hi guys,How are you i'm good how are you doing
entailment,How are you i'm good how are you doing,i'm doing good
entailment,i'm doing good,How was your weekend
entailment,How was your weekend,yeah it's pretty good
entailment,yeah it's pretty good,So so it's the guiding the game I guess
entailment,So so it's the guiding the game I guess,yeah
entailment,yeah,So we shall start with introducing ourselves
entailment,So we shall start with introducing ourselves,yeah so yeah
entailment,yeah so yeah,My name is election has you know and I am doing my masters now it is my first semester
entailment,My name is election has you know and I am doing my masters now it is my first semester,And my hobbies are like going outside shopping and you're watching TV handling intensive
entailment,And my hobbies are like going outside shopping and you're watching TV handling intensive,Nice interesting
entailment,Nice interesting,So yeah my name is it i'm doing as well as pastors in USD with computer science major I have completed
entailment,So yeah my name is it i'm doing as well as pastors in USD with computer science major I have completed,Computer architecture and computer algorithms in the last Semester and and now i'm doing my fundamentals of a data science and programming language courses in this semester
entailment,Computer architecture and computer algorithms in the last Semester and and now i'm doing my fundamentals of a data science and programming language courses in this semester,I like gardening going out
entailment,I like gardening going out,yeah my direct Boston is doing gardening and allow
entailment,yeah my direct Boston is doing gardening and allow,Like to hang out with friends
entailment,Like to hang out with friends,going out traveling is my favorite pastime also that said about myself
entailment,going out traveling is my favorite pastime also that said about myself,yep
entailment,yep,So
entailment,So,I think we can start playing
entailment,I think we can start playing,night and just let's start with dots in boxes for the first
entailment,night and just let's start with dots in boxes for the first,size and just
entailment,size and just,i'll share the link to you so there was nothing but we will have
entailment,i'll share the link to you so there was nothing but we will have,will have your dots we have to
entailment,will have your dots we have to,make a box with that
entailment,make a box with that,So who makes them more boxes
entailment,So who makes them more boxes,shubin
entailment,shubin,Okay good
entailment,Okay good,I just shared this share the link
entailment,I just shared this share the link,i'm Johnny okay
entailment,i'm Johnny okay,Yes
entailment,Yes,john
entailment,john,Okay I just clicked ready so like
entailment,Okay I just clicked ready so like,So
entailment,So,Starting
entailment,Starting,As it started
entailment,As it started,No
entailment,No,Waiting for player one to click ready
entailment,Waiting for player one to click ready,To click ready so there is a link
entailment,To click ready so there is a link,I just know that it through the same thing but
entailment,I just know that it through the same thing but,Smaller chunks time
entailment,Smaller chunks time,Is it done
entailment,Is it done,No
entailment,No,player one's done it is showing for me player one stone
entailment,player one's done it is showing for me player one stone,Is it for me it's not it's
entailment,Is it for me it's not it's,For me it is actually showing player to his computer I think
entailment,For me it is actually showing player to his computer I think,Can you shall
entailment,Can you shall,be mistaken
entailment,be mistaken,I think we should sell a private game
entailment,I think we should sell a private game,yeah
entailment,yeah,Okay
entailment,Okay,Okay
entailment,Okay,Okay and ready
entailment,Okay and ready,Okay
entailment,Okay,So let's do it
entailment,So let's do it,yep
entailment,yep,yep
entailment,yep,here
entailment,here,Okay
entailment,Okay,So it is not the option even I have to give you one now
entailment,So it is not the option even I have to give you one now,yeah
entailment,yeah,I think I have one
entailment,I think I have one,thing
entailment,thing,Okay
entailment,Okay,My name
entailment,My name,that's it
entailment,that's it,Right
entailment,Right,yeah
entailment,yeah,that's it
entailment,that's it,yeah
entailment,yeah,Okay
entailment,Okay,yeah for this game or shall we start with other
entailment,yeah for this game or shall we start with other,yeah we should we can start the other one
entailment,yeah we should we can start the other one,Okay yes and in this game let me show you the other leg
entailment,Okay yes and in this game let me show you the other leg,Okay
entailment,Okay,I got I just got out of it
entailment,I got I just got out of it,yeah I
entailment,yeah I,mean
entailment,mean,notice again
entailment,notice again,I just want to get out of this
entailment,I just want to get out of this,at midnight no it's not working okay let's
entailment,at midnight no it's not working okay let's,Do
entailment,Do,That
entailment,That,Okay let me share this link again
entailment,Okay let me share this link again,Okay
entailment,Okay,Yes
entailment,Yes,hmm
entailment,hmm,You know that was dead
entailment,You know that was dead,Yes
entailment,Yes,yeah
entailment,yeah,Okay so we had to do a straight line in this so if if one person to a line like in a diagonal way or a straight line so that person when they should be three
entailment,Okay so we had to do a straight line in this so if if one person to a line like in a diagonal way or a straight line so that person when they should be three,Three characters of us
entailment,Three characters of us,In one single line
entailment,In one single line,Okay
entailment,Okay,So yeah this is here
entailment,So yeah this is here,Thank you Mr Jones yes
entailment,Thank you Mr Jones yes,Yes
entailment,Yes,let's play one more game
entailment,let's play one more game,Yes
entailment,Yes,Okay
entailment,Okay,Okay now it's done
entailment,Okay now it's done,We got $6000
entailment,We got $6000,yeah okay so
entailment,yeah okay so,yeah so yeah
entailment,yeah so yeah,yeah
entailment,yeah,So I did
entailment,So I did,The reason of me winning and you're losing is this regarding because of the rules or experience are
entailment,The reason of me winning and you're losing is this regarding because of the rules or experience are,The Jenny re experience
entailment,The Jenny re experience,I did not mind the roles I hope not yeah
entailment,I did not mind the roles I hope not yeah,Okay so
entailment,Okay so,You on the games
entailment,You on the games,I knew and the money also
entailment,I knew and the money also,yeah it doesn't Okay so let me
neutral,yeah it doesn't Okay so let me,I
neutral,I,mean obviously fighting
neutral,mean obviously fighting,hey there and how are you
entailment,hey there and how are you,i'm good i'm good
entailment,i'm good i'm good,i'm good
entailment,i'm good,So I am
entailment,So I am,i'm a PhD student here in university of North Texas i'm doing my PhD in computer science and engineering department
entailment,i'm a PhD student here in university of North Texas i'm doing my PhD in computer science and engineering department,My concentration is in self driving vehicles and how about you
entailment,My concentration is in self driving vehicles and how about you,yeah i'm also the PhD student
entailment,yeah i'm also the PhD student,In computer science
entailment,In computer science,This is my second year
entailment,This is my second year,Currently have folks on the story project as well
entailment,Currently have folks on the story project as well,Oh so we have the same response feel right
entailment,Oh so we have the same response feel right,yeah we have pretty much the same
entailment,yeah we have pretty much the same,Research split
entailment,Research split,Right when and I remember we're partners as well
entailment,Right when and I remember we're partners as well,Right now
entailment,Right now,Okay now let's start the game without any further delay
entailment,Okay now let's start the game without any further delay,So i'll go through the
entailment,So i'll go through the,Different instruction as you can see in the screen different rules that you have to follow in order to play the squares game
entailment,Different instruction as you can see in the screen different rules that you have to follow in order to play the squares game,alright
entailment,alright,So this game requires two or more players the first player draws a line from any to any vertically or horizontally at the Center
entailment,So this game requires two or more players the first player draws a line from any to any vertically or horizontally at the Center,Right and the next player does the same thing so you have a draw a line from one to another Doc it should be at this and that means the dod that is right next to the dod that you are starting to draw the line from
entailment,Right and the next player does the same thing so you have a draw a line from one to another Doc it should be at this and that means the dod that is right next to the dod that you are starting to draw the line from,Okay
entailment,Okay,Okay
entailment,Okay,All right and the bear continue to take turns drawing the line in the same way
entailment,All right and the bear continue to take turns drawing the line in the same way,Okay
entailment,Okay,Okay y'all did the so basically the goal of the game is to form a square by joining four dots
entailment,Okay y'all did the so basically the goal of the game is to form a square by joining four dots,So once you join four dots and make a square You can write your name inside and you'll have one point so as many point is you get or as many squares you make you can write as many sales as you want and player with the highest number of initials
entailment,So once you join four dots and make a square You can write your name inside and you'll have one point so as many point is you get or as many squares you make you can write as many sales as you want and player with the highest number of initials,Inside the squares will be the winner
entailment,Inside the squares will be the winner,you're doing okay
entailment,you're doing okay,All right now I think we can start the game right
entailment,All right now I think we can start the game right,Yes okay
entailment,Yes okay,All right
entailment,All right,I think it's your turn
entailment,I think it's your turn,You can draw a line
entailment,You can draw a line,Just click one dot and click another dot I n E two dot that you can you know you want to join
entailment,Just click one dot and click another dot I n E two dot that you can you know you want to join,So it's my turn
entailment,So it's my turn,mm hmm
entailment,mm hmm,I cannot keep that
entailment,I cannot keep that,Maybe I refresh
entailment,Maybe I refresh,This page
entailment,This page,Okay
entailment,Okay,Or maybe you can start another game
entailment,Or maybe you can start another game,yeah maybe Okay here we go it's work
entailment,yeah maybe Okay here we go it's work,All right now it's my turn
entailment,All right now it's my turn,yeah
entailment,yeah,What I can
entailment,What I can,What I can
entailment,What I can,click any
entailment,click any,Did you reload the page
entailment,Did you reload the page,yeah rid of the page oh
entailment,yeah rid of the page oh,I can't click
entailment,I can't click,click here go so Luke said we have a Double Click
entailment,click here go so Luke said we have a Double Click,OK
entailment,OK,He still does not work for me okay I
entailment,He still does not work for me okay I,Go
entailment,Go,Your turn yeah matter
entailment,Your turn yeah matter,mm hmm so okay
entailment,mm hmm so okay,Oh OK
entailment,Oh OK,I see for you here
entailment,I see for you here,Right yeah that's how you play
entailment,Right yeah that's how you play,So that means you don't you don't need to click report you just click on
entailment,So that means you don't you don't need to click report you just click on,The line right
entailment,The line right,yeah
entailment,yeah,You have one second okay you your time you ran I ran out of time
entailment,You have one second okay you your time you ran I ran out of time,Oh okay
entailment,Oh okay,All right it's your time
entailment,All right it's your time,again
entailment,again,So
entailment,So,The whole
entailment,The whole,here
entailment,here,huh
entailment,huh,Oh Nice
entailment,Oh Nice,Your turn give it seconds okay Nice
entailment,Your turn give it seconds okay Nice,Oh
entailment,Oh,You shouldn't have done that
entailment,You shouldn't have done that,We have so many other places to put on the line
entailment,We have so many other places to put on the line,you're done
entailment,you're done,that's
entailment,that's,See
entailment,See,Nice Nice
entailment,Nice Nice,Now another line you're done
entailment,Now another line you're done,A reboot of this game
entailment,A reboot of this game,yeah I
entailment,yeah I,actually used to play this game before
entailment,actually used to play this game before,Okay
entailment,Okay,Okay
entailment,Okay,yeah it's your turn now
entailment,yeah it's your turn now,Do you
entailment,Do you,Okay down
entailment,Okay down,The
entailment,The,line
entailment,line,Okay
entailment,Okay,No problem
entailment,No problem,You have six
entailment,You have six,seconds yeah your time did
entailment,seconds yeah your time did,You do that
entailment,You do that,Your turn
entailment,Your turn,My turn
entailment,My turn,done
entailment,done,Oh Nice
entailment,Oh Nice,Your
entailment,Your,turn again
entailment,turn again,Your turn
entailment,Your turn,Then
entailment,Then,I missed
entailment,I missed,Yes
entailment,Yes,yeah
entailment,yeah,it's your turn now
entailment,it's your turn now,Oh sorry
entailment,Oh sorry,damn
entailment,damn,Oh Nice
entailment,Oh Nice,Why is it your turn game
entailment,Why is it your turn game,yeah because once you
entailment,yeah because once you,You know it gives you any sales
entailment,You know it gives you any sales,get another you have to also
entailment,get another you have to also,You know provide one more
entailment,You know provide one more,One more here for the opening here
entailment,One more here for the opening here,it's your turn now
entailment,it's your turn now,dang
entailment,dang,Nice Nice
entailment,Nice Nice,Good man
entailment,Good man,To do one more time
entailment,To do one more time,Your turn
entailment,Your turn,Your turn
entailment,Your turn,Okay it's my turn oh
entailment,Okay it's my turn oh,Oh okay
entailment,Oh okay,Oh
entailment,Oh,He didn't draw any line
entailment,He didn't draw any line,here
entailment,here,This
entailment,This,Your turn
entailment,Your turn,My turn is
entailment,My turn is,won't be won the game
entailment,won't be won the game,Alright congratulation there
entailment,Alright congratulation there,Okay thanks
entailment,Okay thanks,All right let's play another game
entailment,All right let's play another game,Yes
entailment,Yes,Which one check checkers
entailment,Which one check checkers,tic TAC toe
entailment,tic TAC toe,Okay i'll send you the link
entailment,Okay i'll send you the link,Okay
entailment,Okay,Is that the link
entailment,Is that the link,yep I mean
entailment,yep I mean,All right
entailment,All right,let's start
entailment,let's start,The game
entailment,The game,Yes
entailment,Yes,my tongue
entailment,my tongue,Luke says enlightenment
entailment,Luke says enlightenment,Okay
entailment,Okay,so nice circle your cross
entailment,so nice circle your cross,Your time
entailment,Your time,play one more time
entailment,play one more time,One more time
entailment,One more time,Right
entailment,Right,play again
entailment,play again,Your turn
entailment,Your turn,Okay
entailment,Okay,Alright one more time I think we should be done
entailment,Alright one more time I think we should be done,Can I get one more time
entailment,Can I get one more time,Oh this is what
entailment,Oh this is what,Alright I think this would be
entailment,Alright I think this would be,We can
entailment,We can,end the game
entailment,end the game,and call it a day
entailment,and call it a day,Okay
entailment,Okay,I think
entailment,I think,will be good
entailment,will be good,All right take care bye bye
entailment,All right take care bye bye,Okay bye bye
neutral,Okay bye bye,Hello
entailment,Hello,Hello and good
entailment,Hello and good,Are you
entailment,Are you,i'm good how are you
entailment,i'm good how are you,and good
entailment,and good,Have you seen the assignment that we have got
entailment,Have you seen the assignment that we have got,You know
entailment,You know,So i'm sharing my screen so you could see my screen so I let me
entailment,So i'm sharing my screen so you could see my screen so I let me,Let me
entailment,Let me,Okay
entailment,Okay,The transcription yeah now Dr Thompson in general so that we can with the audio transcripts as well so yeah we are here for the data collection right
entailment,The transcription yeah now Dr Thompson in general so that we can with the audio transcripts as well so yeah we are here for the data collection right,yeah this is for the data collection which will be used for the projects yeah
entailment,yeah this is for the data collection which will be used for the projects yeah,So let's play darts and boxes and tic TAC toe game
entailment,So let's play darts and boxes and tic TAC toe game,Okay sure
entailment,Okay sure,All
entailment,All,The dots and boxers
entailment,The dots and boxers,OK
entailment,OK,You are already already so I am looking very the game will be started in six seconds
entailment,You are already already so I am looking very the game will be started in six seconds,Mine is the first
entailment,Mine is the first,Video is not on
entailment,Video is not on,Just a second
entailment,Just a second,Can you enable the permission for me
entailment,Can you enable the permission for me,know your video is not on
entailment,know your video is not on,yeah I am not able to share my screen now
entailment,yeah I am not able to share my screen now,You don't need to share your screen you just need to click on the video so that
entailment,You don't need to share your screen you just need to click on the video so that,Like it's your turn in boxes
entailment,Like it's your turn in boxes,Okay
entailment,Okay,just give me a second
entailment,just give me a second,yeah
entailment,yeah,I can't tell but it's your turn you can play with what we do
entailment,I can't tell but it's your turn you can play with what we do,yeah I started
entailment,yeah I started,So just make him move in a lot in boxes
entailment,So just make him move in a lot in boxes,yeah I made my move
entailment,yeah I made my move,it's not here like
entailment,it's not here like,I didn't see your move
entailment,I didn't see your move,That can you send me the link where I can join with you
entailment,That can you send me the link where I can join with you,Are you
entailment,Are you,Oh
entailment,Oh,yeah okay
entailment,yeah okay,it's not my don't
entailment,it's not my don't,know if you are seeing my screen
entailment,know if you are seeing my screen,Yes yes but we to
entailment,Yes yes but we to,start the game let's start afresh deals in your personal again
entailment,start the game let's start afresh deals in your personal again,Okay so
entailment,Okay so,yeah so
entailment,yeah so,Other people start
entailment,Other people start,know
entailment,know,i'm ready
entailment,i'm ready,yeah
entailment,yeah,yeah
entailment,yeah,yeah
entailment,yeah,Like the fundamental
entailment,Like the fundamental,Any hear me
entailment,Any hear me,yeah I can hear you
entailment,yeah I can hear you,OK so
entailment,OK so,The gaming products project and my teammate is
entailment,The gaming products project and my teammate is,Okay
entailment,Okay,yeah you can make your whoa whoa
entailment,yeah you can make your whoa whoa,hey i'm making
entailment,hey i'm making,i'm just waiting for you to make some wrong move so that I can gain you
entailment,i'm just waiting for you to make some wrong move so that I can gain you,Think I have to make the movie
entailment,Think I have to make the movie,Yes yes
entailment,Yes yes,there's no jobs right
entailment,there's no jobs right,again
entailment,again,yeah
entailment,yeah,My thing now there is no more chance
entailment,My thing now there is no more chance,yeah
entailment,yeah,draw
entailment,draw,That line so let's
entailment,That line so let's,Talk to
entailment,Talk to,send you the link already
entailment,send you the link already,So can join me for the next game you're saying
